"","Country.Name","Country.Code","Indicator.Name","Indicator.Code","X2015","mathScores","readingScores","scienceScores"
"345695","Slovak Republic","SVK","Life expectancy at birth, total (years)","SP.DYN.LE00.IN",77.2121951219512,475.2301,452.5143,460.7749
"345770","Slovak Republic","SVK","Military expenditure (% of GDP)","MS.MIL.XPND.GD.ZS",1.12679351083039,475.2301,452.5143,460.7749
"345912","Slovak Republic","SVK","Number of infant deaths","SH.DTH.IMRT",285,475.2301,452.5143,460.7749
"345973","Slovak Republic","SVK","PM2.5 air pollution, mean annual exposure (micrograms per cubic meter)","EN.ATM.PM25.MC.M3",20.52367065,475.2301,452.5143,460.7749
"346162","Slovak Republic","SVK","Prevalence of undernourishment (% of population)","SN.ITK.DEFC.ZS",3.1,475.2301,452.5143,460.7749
"346229","Slovak Republic","SVK","Ratio of female to male labor force participation rate (%) (modeled ILO estimate)","SL.TLF.CACT.FM.ZS",76.6997395321932,475.2301,452.5143,460.7749
"346342","Slovak Republic","SVK","Suicide mortality rate (per 100,000 population)","SH.STA.SUIC.P5",12.5,475.2301,452.5143,460.7749
"347013","Slovenia","SVN","GDP (constant 2010 US$)","NY.GDP.MKTP.KD",48969999339.1887,509.9196,505.2159,512.8636
"347194","Slovenia","SVN","Intentional homicides (per 100,000 people)","VC.IHR.PSRC.P5",1.2,509.9196,505.2159,512.8636
"347244","Slovenia","SVN","Labor force participation rate, total (% of total population ages 15+) (national estimate)","SL.TLF.CACT.NE.ZS",57.2999992370605,509.9196,505.2159,512.8636
"347261","Slovenia","SVN","Law mandates nondiscrimination based on gender in hiring (1=yes; 0=no)","SG.LAW.NODC.HR",1,509.9196,505.2159,512.8636
"347270","Slovenia","SVN","Life expectancy at birth, total (years)","SP.DYN.LE00.IN",81.0780487804878,509.9196,505.2159,512.8636
"347345","Slovenia","SVN","Military expenditure (% of GDP)","MS.MIL.XPND.GD.ZS",0.930145095754835,509.9196,505.2159,512.8636
"347487","Slovenia","SVN","Number of infant deaths","SH.DTH.IMRT",41,509.9196,505.2159,512.8636
"347548","Slovenia","SVN","PM2.5 air pollution, mean annual exposure (micrograms per cubic meter)","EN.ATM.PM25.MC.M3",20.3499567,509.9196,505.2159,512.8636
"347737","Slovenia","SVN","Prevalence of undernourishment (% of population)","SN.ITK.DEFC.ZS",2.5,509.9196,505.2159,512.8636
"347804","Slovenia","SVN","Ratio of female to male labor force participation rate (%) (modeled ILO estimate)","SL.TLF.CACT.FM.ZS",82.7904989069831,509.9196,505.2159,512.8636
"347917","Slovenia","SVN","Suicide mortality rate (per 100,000 population)","SH.STA.SUIC.P5",21.4,509.9196,505.2159,512.8636
"354888","Spain","ESP","GDP (constant 2010 US$)","NY.GDP.MKTP.KD",1418074509574.91,485.8432,495.5764,492.7861
"355069","Spain","ESP","Intentional homicides (per 100,000 people)","VC.IHR.PSRC.P5",0.7,485.8432,495.5764,492.7861
"355119","Spain","ESP","Labor force participation rate, total (% of total population ages 15+) (national estimate)","SL.TLF.CACT.NE.ZS",58.7999992370605,485.8432,495.5764,492.7861
"355136","Spain","ESP","Law mandates nondiscrimination based on gender in hiring (1=yes; 0=no)","SG.LAW.NODC.HR",1,485.8432,495.5764,492.7861
"355145","Spain","ESP","Life expectancy at birth, total (years)","SP.DYN.LE00.IN",83.3804878048781,485.8432,495.5764,492.7861
"355220","Spain","ESP","Military expenditure (% of GDP)","MS.MIL.XPND.GD.ZS",1.2469467536051,485.8432,495.5764,492.7861
"355362","Spain","ESP","Number of infant deaths","SH.DTH.IMRT",1174,485.8432,495.5764,492.7861
"355423","Spain","ESP","PM2.5 air pollution, mean annual exposure (micrograms per cubic meter)","EN.ATM.PM25.MC.M3",9.738283342,485.8432,495.5764,492.7861
"355612","Spain","ESP","Prevalence of undernourishment (% of population)","SN.ITK.DEFC.ZS",2.5,485.8432,495.5764,492.7861
"355679","Spain","ESP","Ratio of female to male labor force participation rate (%) (modeled ILO estimate)","SL.TLF.CACT.FM.ZS",80.8548077230334,485.8432,495.5764,492.7861
"355792","Spain","ESP","Suicide mortality rate (per 100,000 population)","SH.STA.SUIC.P5",8.5,485.8432,495.5764,492.7861
"369063","Sweden","SWE","GDP (constant 2010 US$)","NY.GDP.MKTP.KD",542826483759.044,493.9181,500.1556,493.4224
"369244","Sweden","SWE","Intentional homicides (per 100,000 people)","VC.IHR.PSRC.P5",1.1,493.9181,500.1556,493.4224
"369294","Sweden","SWE","Labor force participation rate, total (% of total population ages 15+) (national estimate)","SL.TLF.CACT.NE.ZS",72,493.9181,500.1556,493.4224
"369311","Sweden","SWE","Law mandates nondiscrimination based on gender in hiring (1=yes; 0=no)","SG.LAW.NODC.HR",1,493.9181,500.1556,493.4224
"369320","Sweden","SWE","Life expectancy at birth, total (years)","SP.DYN.LE00.IN",82.5512195121951,493.9181,500.1556,493.4224
"369395","Sweden","SWE","Military expenditure (% of GDP)","MS.MIL.XPND.GD.ZS",1.08189320596401,493.9181,500.1556,493.4224
"369537","Sweden","SWE","Number of infant deaths","SH.DTH.IMRT",283,493.9181,500.1556,493.4224
"369598","Sweden","SWE","PM2.5 air pollution, mean annual exposure (micrograms per cubic meter)","EN.ATM.PM25.MC.M3",6.241379908,493.9181,500.1556,493.4224
"369787","Sweden","SWE","Prevalence of undernourishment (% of population)","SN.ITK.DEFC.ZS",2.5,493.9181,500.1556,493.4224
"369854","Sweden","SWE","Ratio of female to male labor force participation rate (%) (modeled ILO estimate)","SL.TLF.CACT.FM.ZS",90.0697878773178,493.9181,500.1556,493.4224
"369967","Sweden","SWE","Suicide mortality rate (per 100,000 population)","SH.STA.SUIC.P5",15.4,493.9181,500.1556,493.4224
"370638","Switzerland","CHE","GDP (constant 2010 US$)","NY.GDP.MKTP.KD",633375192571.142,521.2506,492.1982,505.5058
"370819","Switzerland","CHE","Intentional homicides (per 100,000 people)","VC.IHR.PSRC.P5",0.7,521.2506,492.1982,505.5058
"370869","Switzerland","CHE","Labor force participation rate, total (% of total population ages 15+) (national estimate)","SL.TLF.CACT.NE.ZS",68.1999969482422,521.2506,492.1982,505.5058
"370886","Switzerland","CHE","Law mandates nondiscrimination based on gender in hiring (1=yes; 0=no)","SG.LAW.NODC.HR",1,521.2506,492.1982,505.5058
"370895","Switzerland","CHE","Life expectancy at birth, total (years)","SP.DYN.LE00.IN",83.1975609756098,521.2506,492.1982,505.5058
"370970","Switzerland","CHE","Military expenditure (% of GDP)","MS.MIL.XPND.GD.ZS",0.665559989750621,521.2506,492.1982,505.5058
"371112","Switzerland","CHE","Number of infant deaths","SH.DTH.IMRT",309,521.2506,492.1982,505.5058
"371173","Switzerland","CHE","PM2.5 air pollution, mean annual exposure (micrograms per cubic meter)","EN.ATM.PM25.MC.M3",12.89019363,521.2506,492.1982,505.5058
"371362","Switzerland","CHE","Prevalence of undernourishment (% of population)","SN.ITK.DEFC.ZS",2.5,521.2506,492.1982,505.5058
"371429","Switzerland","CHE","Ratio of female to male labor force participation rate (%) (modeled ILO estimate)","SL.TLF.CACT.FM.ZS",84.0608043248938,521.2506,492.1982,505.5058
"371542","Switzerland","CHE","Suicide mortality rate (per 100,000 population)","SH.STA.SUIC.P5",15.1,521.2506,492.1982,505.5058
"376938","Thailand","THA","GDP (constant 2010 US$)","NY.GDP.MKTP.KD",393677285157.959,415.4638,409.1301,421.3373
"377119","Thailand","THA","Intentional homicides (per 100,000 people)","VC.IHR.PSRC.P5",3.5,415.4638,409.1301,421.3373
"377169","Thailand","THA","Labor force participation rate, total (% of total population ages 15+) (national estimate)","SL.TLF.CACT.NE.ZS",69.1999969482422,415.4638,409.1301,421.3373
"377186","Thailand","THA","Law mandates nondiscrimination based on gender in hiring (1=yes; 0=no)","SG.LAW.NODC.HR",0,415.4638,409.1301,421.3373
"377195","Thailand","THA","Life expectancy at birth, total (years)","SP.DYN.LE00.IN",75.068,415.4638,409.1301,421.3373
"377270","Thailand","THA","Military expenditure (% of GDP)","MS.MIL.XPND.GD.ZS",1.43595910586406,415.4638,409.1301,421.3373
"377412","Thailand","THA","Number of infant deaths","SH.DTH.IMRT",7902,415.4638,409.1301,421.3373
"377473","Thailand","THA","PM2.5 air pollution, mean annual exposure (micrograms per cubic meter)","EN.ATM.PM25.MC.M3",26.35272294,415.4638,409.1301,421.3373
"377662","Thailand","THA","Prevalence of undernourishment (% of population)","SN.ITK.DEFC.ZS",9.5,415.4638,409.1301,421.3373
"377729","Thailand","THA","Ratio of female to male labor force participation rate (%) (modeled ILO estimate)","SL.TLF.CACT.FM.ZS",78.3928765902921,415.4638,409.1301,421.3373
"377842","Thailand","THA","Suicide mortality rate (per 100,000 population)","SH.STA.SUIC.P5",16,415.4638,409.1301,421.3373
"383238","Trinidad and Tobago","TTO","GDP (constant 2010 US$)","NY.GDP.MKTP.KD",22708070510.7513,417.2434,427.2733,424.5905
"383419","Trinidad and Tobago","TTO","Intentional homicides (per 100,000 people)","VC.IHR.PSRC.P5",30.9,417.2434,427.2733,424.5905
"383469","Trinidad and Tobago","TTO","Labor force participation rate, total (% of total population ages 15+) (national estimate)","SL.TLF.CACT.NE.ZS",60.5999984741211,417.2434,427.2733,424.5905
"383486","Trinidad and Tobago","TTO","Law mandates nondiscrimination based on gender in hiring (1=yes; 0=no)","SG.LAW.NODC.HR",1,417.2434,427.2733,424.5905
"383495","Trinidad and Tobago","TTO","Life expectancy at birth, total (years)","SP.DYN.LE00.IN",70.5888536585366,417.2434,427.2733,424.5905
"383570","Trinidad and Tobago","TTO","Military expenditure (% of GDP)","MS.MIL.XPND.GD.ZS",0.87920458765789,417.2434,427.2733,424.5905
"383712","Trinidad and Tobago","TTO","Number of infant deaths","SH.DTH.IMRT",324,417.2434,427.2733,424.5905
"383773","Trinidad and Tobago","TTO","PM2.5 air pollution, mean annual exposure (micrograms per cubic meter)","EN.ATM.PM25.MC.M3",14.19016577,417.2434,427.2733,424.5905
"383962","Trinidad and Tobago","TTO","Prevalence of undernourishment (% of population)","SN.ITK.DEFC.ZS",4.8,417.2434,427.2733,424.5905
"384029","Trinidad and Tobago","TTO","Ratio of female to male labor force participation rate (%) (modeled ILO estimate)","SL.TLF.CACT.FM.ZS",69.5745772847584,417.2434,427.2733,424.5905
"384142","Trinidad and Tobago","TTO","Suicide mortality rate (per 100,000 population)","SH.STA.SUIC.P5",14.5,417.2434,427.2733,424.5905
"384813","Tunisia","TUN","GDP (constant 2010 US$)","NY.GDP.MKTP.KD",48076708117.9265,366.818,361.0555,386.4034
"384994","Tunisia","TUN","Intentional homicides (per 100,000 people)","VC.IHR.PSRC.P5",NA,366.818,361.0555,386.4034
"385044","Tunisia","TUN","Labor force participation rate, total (% of total population ages 15+) (national estimate)","SL.TLF.CACT.NE.ZS",47.2000007629395,366.818,361.0555,386.4034
"385061","Tunisia","TUN","Law mandates nondiscrimination based on gender in hiring (1=yes; 0=no)","SG.LAW.NODC.HR",0,366.818,361.0555,386.4034
"385070","Tunisia","TUN","Life expectancy at birth, total (years)","SP.DYN.LE00.IN",75.4970487804878,366.818,361.0555,386.4034
"385145","Tunisia","TUN","Military expenditure (% of GDP)","MS.MIL.XPND.GD.ZS",2.26965065760098,366.818,361.0555,386.4034
"385287","Tunisia","TUN","Number of infant deaths","SH.DTH.IMRT",2537,366.818,361.0555,386.4034
"385348","Tunisia","TUN","PM2.5 air pollution, mean annual exposure (micrograms per cubic meter)","EN.ATM.PM25.MC.M3",44.79266297,366.818,361.0555,386.4034
"385537","Tunisia","TUN","Prevalence of undernourishment (% of population)","SN.ITK.DEFC.ZS",5,366.818,361.0555,386.4034
"385604","Tunisia","TUN","Ratio of female to male labor force participation rate (%) (modeled ILO estimate)","SL.TLF.CACT.FM.ZS",34.8139366266402,366.818,361.0555,386.4034
"385717","Tunisia","TUN","Suicide mortality rate (per 100,000 population)","SH.STA.SUIC.P5",5.5,366.818,361.0555,386.4034
"386388","Turkey","TUR","GDP (constant 2010 US$)","NY.GDP.MKTP.KD",1087840328650.29,420.454,428.3351,425.4895
"386569","Turkey","TUR","Intentional homicides (per 100,000 people)","VC.IHR.PSRC.P5",NA,420.454,428.3351,425.4895
"386619","Turkey","TUR","Labor force participation rate, total (% of total population ages 15+) (national estimate)","SL.TLF.CACT.NE.ZS",51.2000007629395,420.454,428.3351,425.4895
"386636","Turkey","TUR","Law mandates nondiscrimination based on gender in hiring (1=yes; 0=no)","SG.LAW.NODC.HR",0,420.454,428.3351,425.4895
"386645","Turkey","TUR","Life expectancy at birth, total (years)","SP.DYN.LE00.IN",75.4070975609756,420.454,428.3351,425.4895
"386720","Turkey","TUR","Military expenditure (% of GDP)","MS.MIL.XPND.GD.ZS",1.84705574379331,420.454,428.3351,425.4895
"386862","Turkey","TUR","Number of infant deaths","SH.DTH.IMRT",15129,420.454,428.3351,425.4895
"386923","Turkey","TUR","PM2.5 air pollution, mean annual exposure (micrograms per cubic meter)","EN.ATM.PM25.MC.M3",36.40911573,420.454,428.3351,425.4895
"387112","Turkey","TUR","Prevalence of undernourishment (% of population)","SN.ITK.DEFC.ZS",2.5,420.454,428.3351,425.4895
"387179","Turkey","TUR","Ratio of female to male labor force participation rate (%) (modeled ILO estimate)","SL.TLF.CACT.FM.ZS",43.892575940755,420.454,428.3351,425.4895
"387292","Turkey","TUR","Suicide mortality rate (per 100,000 population)","SH.STA.SUIC.P5",8.7,420.454,428.3351,425.4895
"395838","United Arab Emirates","ARE","GDP (constant 2010 US$)","NY.GDP.MKTP.KD",367632720980.259,427.4827,433.5423,436.7311
"396019","United Arab Emirates","ARE","Intentional homicides (per 100,000 people)","VC.IHR.PSRC.P5",0.7,427.4827,433.5423,436.7311
"396069","United Arab Emirates","ARE","Labor force participation rate, total (% of total population ages 15+) (national estimate)","SL.TLF.CACT.NE.ZS",NA,427.4827,433.5423,436.7311
"396086","United Arab Emirates","ARE","Law mandates nondiscrimination based on gender in hiring (1=yes; 0=no)","SG.LAW.NODC.HR",0,427.4827,433.5423,436.7311
"396095","United Arab Emirates","ARE","Life expectancy at birth, total (years)","SP.DYN.LE00.IN",77.484243902439,427.4827,433.5423,436.7311
"396170","United Arab Emirates","ARE","Military expenditure (% of GDP)","MS.MIL.XPND.GD.ZS",NA,427.4827,433.5423,436.7311
"396312","United Arab Emirates","ARE","Number of infant deaths","SH.DTH.IMRT",616,427.4827,433.5423,436.7311
"396373","United Arab Emirates","ARE","PM2.5 air pollution, mean annual exposure (micrograms per cubic meter)","EN.ATM.PM25.MC.M3",64.29012818,427.4827,433.5423,436.7311
"396562","United Arab Emirates","ARE","Prevalence of undernourishment (% of population)","SN.ITK.DEFC.ZS",3.8,427.4827,433.5423,436.7311
"396629","United Arab Emirates","ARE","Ratio of female to male labor force participation rate (%) (modeled ILO estimate)","SL.TLF.CACT.FM.ZS",44.796217979725,427.4827,433.5423,436.7311
"396742","United Arab Emirates","ARE","Suicide mortality rate (per 100,000 population)","SH.STA.SUIC.P5",2.9,427.4827,433.5423,436.7311
"397413","United Kingdom","GBR","GDP (constant 2010 US$)","NY.GDP.MKTP.KD",2705252231411.39,492.4785,497.9719,509.2215
"397594","United Kingdom","GBR","Intentional homicides (per 100,000 people)","VC.IHR.PSRC.P5",NA,492.4785,497.9719,509.2215
"397644","United Kingdom","GBR","Labor force participation rate, total (% of total population ages 15+) (national estimate)","SL.TLF.CACT.NE.ZS",62.7000007629395,492.4785,497.9719,509.2215
"397661","United Kingdom","GBR","Law mandates nondiscrimination based on gender in hiring (1=yes; 0=no)","SG.LAW.NODC.HR",1,492.4785,497.9719,509.2215
"397670","United Kingdom","GBR","Life expectancy at birth, total (years)","SP.DYN.LE00.IN",81.6048780487805,492.4785,497.9719,509.2215
"397745","United Kingdom","GBR","Military expenditure (% of GDP)","MS.MIL.XPND.GD.ZS",1.86660450872726,492.4785,497.9719,509.2215
"397887","United Kingdom","GBR","Number of infant deaths","SH.DTH.IMRT",2977,492.4785,497.9719,509.2215
"397948","United Kingdom","GBR","PM2.5 air pollution, mean annual exposure (micrograms per cubic meter)","EN.ATM.PM25.MC.M3",12.41225066,492.4785,497.9719,509.2215
"398137","United Kingdom","GBR","Prevalence of undernourishment (% of population)","SN.ITK.DEFC.ZS",2.5,492.4785,497.9719,509.2215
"398204","United Kingdom","GBR","Ratio of female to male labor force participation rate (%) (modeled ILO estimate)","SL.TLF.CACT.FM.ZS",82.9377983449606,492.4785,497.9719,509.2215
"398317","United Kingdom","GBR","Suicide mortality rate (per 100,000 population)","SH.STA.SUIC.P5",8.5,492.4785,497.9719,509.2215
"398988","United States","USA","GDP (constant 2010 US$)","NY.GDP.MKTP.KD",16640387258901.1,469.6285,496.9351,496.2424
"399169","United States","USA","Intentional homicides (per 100,000 people)","VC.IHR.PSRC.P5",4.9,469.6285,496.9351,496.2424
"399219","United States","USA","Labor force participation rate, total (% of total population ages 15+) (national estimate)","SL.TLF.CACT.NE.ZS",62.5999984741211,469.6285,496.9351,496.2424
"399236","United States","USA","Law mandates nondiscrimination based on gender in hiring (1=yes; 0=no)","SG.LAW.NODC.HR",1,469.6285,496.9351,496.2424
"399245","United States","USA","Life expectancy at birth, total (years)","SP.DYN.LE00.IN",78.7414634146342,469.6285,496.9351,496.2424
"399320","United States","USA","Military expenditure (% of GDP)","MS.MIL.XPND.GD.ZS",3.28910681444451,469.6285,496.9351,496.2424
"399462","United States","USA","Number of infant deaths","SH.DTH.IMRT",22726,469.6285,496.9351,496.2424
"399523","United States","USA","PM2.5 air pollution, mean annual exposure (micrograms per cubic meter)","EN.ATM.PM25.MC.M3",8.441199408,469.6285,496.9351,496.2424
"399712","United States","USA","Prevalence of undernourishment (% of population)","SN.ITK.DEFC.ZS",2.5,469.6285,496.9351,496.2424
"399779","United States","USA","Ratio of female to male labor force participation rate (%) (modeled ILO estimate)","SL.TLF.CACT.FM.ZS",81.5903173160136,469.6285,496.9351,496.2424
"399892","United States","USA","Suicide mortality rate (per 100,000 population)","SH.STA.SUIC.P5",14.3,469.6285,496.9351,496.2424
"400563","Uruguay","URY","GDP (constant 2010 US$)","NY.GDP.MKTP.KD",47559277174.2884,417.9919,436.5721,435.363
"400744","Uruguay","URY","Intentional homicides (per 100,000 people)","VC.IHR.PSRC.P5",8.4,417.9919,436.5721,435.363
"400794","Uruguay","URY","Labor force participation rate, total (% of total population ages 15+) (national estimate)","SL.TLF.CACT.NE.ZS",64.9000015258789,417.9919,436.5721,435.363
"400811","Uruguay","URY","Law mandates nondiscrimination based on gender in hiring (1=yes; 0=no)","SG.LAW.NODC.HR",1,417.9919,436.5721,435.363
"400820","Uruguay","URY","Life expectancy at birth, total (years)","SP.DYN.LE00.IN",77.1316341463415,417.9919,436.5721,435.363
"400895","Uruguay","URY","Military expenditure (% of GDP)","MS.MIL.XPND.GD.ZS",1.82058813670797,417.9919,436.5721,435.363
"401037","Uruguay","URY","Number of infant deaths","SH.DTH.IMRT",389,417.9919,436.5721,435.363
"401098","Uruguay","URY","PM2.5 air pollution, mean annual exposure (micrograms per cubic meter)","EN.ATM.PM25.MC.M3",11.48844431,417.9919,436.5721,435.363
"401287","Uruguay","URY","Prevalence of undernourishment (% of population)","SN.ITK.DEFC.ZS",2.5,417.9919,436.5721,435.363
"401354","Uruguay","URY","Ratio of female to male labor force participation rate (%) (modeled ILO estimate)","SL.TLF.CACT.FM.ZS",74.1604139576164,417.9919,436.5721,435.363
"401467","Uruguay","URY","Suicide mortality rate (per 100,000 population)","SH.STA.SUIC.P5",17,417.9919,436.5721,435.363
"406863","Vietnam","VNM","GDP (constant 2010 US$)","NY.GDP.MKTP.KD",154508616051.562,494.5183,486.7738,524.6445
"407044","Vietnam","VNM","Intentional homicides (per 100,000 people)","VC.IHR.PSRC.P5",NA,494.5183,486.7738,524.6445
"407094","Vietnam","VNM","Labor force participation rate, total (% of total population ages 15+) (national estimate)","SL.TLF.CACT.NE.ZS",77.4000015258789,494.5183,486.7738,524.6445
"407111","Vietnam","VNM","Law mandates nondiscrimination based on gender in hiring (1=yes; 0=no)","SG.LAW.NODC.HR",1,494.5183,486.7738,524.6445
"407120","Vietnam","VNM","Life expectancy at birth, total (years)","SP.DYN.LE00.IN",75.8911951219512,494.5183,486.7738,524.6445
"407195","Vietnam","VNM","Military expenditure (% of GDP)","MS.MIL.XPND.GD.ZS",2.3611556974687,494.5183,486.7738,524.6445
"407337","Vietnam","VNM","Number of infant deaths","SH.DTH.IMRT",27777,494.5183,486.7738,524.6445
"407398","Vietnam","VNM","PM2.5 air pollution, mean annual exposure (micrograms per cubic meter)","EN.ATM.PM25.MC.M3",28.2516555,494.5183,486.7738,524.6445
"407587","Vietnam","VNM","Prevalence of undernourishment (% of population)","SN.ITK.DEFC.ZS",10.7,494.5183,486.7738,524.6445
"407654","Vietnam","VNM","Ratio of female to male labor force participation rate (%) (modeled ILO estimate)","SL.TLF.CACT.FM.ZS",87.4549406703102,494.5183,486.7738,524.6445
"407767","Vietnam","VNM","Suicide mortality rate (per 100,000 population)","SH.STA.SUIC.P5",7.4,494.5183,486.7738,524.6445
